Time,Speed KMH,Speed MPS,Energy ,Delta,Power,Power Pos
301.8,54,15,32625,-567.9505,-5679.505,0
301.9,55.512,15.42,34477.578,1852.578,18525.78,18525.78
302,55.62,15.45,34611.8625,134.2845,1342.845,1342.845
302.1,56.412,15.67,35604.5905,992.728,9927.28,9927.28
302.2,59.184,16.44,39189.672,3585.0815,35850.815,35850.815
302.3,59.256,16.46,39285.082,95.41,954.1,954.1
302.4,60.66,16.85,41168.7625,1883.6805,18836.805,18836.805
302.5,62.496,17.36,43698.592,2529.8295,25298.295,25298.295
302.6,64.116,17.81,45993.4345,2294.8425,22948.425,22948.425
302.7,66.744,18.54,49841.082,3847.6475,38476.475,38476.475
302.8,67.392,18.72,50813.568,972.486,9724.86,9724.86
302.9,62.64,17.4,43900.2,-6913.368,-69133.68,0
303,61.128,16.98,41806.458,-2093.742,-20937.42,0
303.1,58.284,16.19,38006.8345,-3799.6235,-37996.235,0
303.2,55.692,15.47,34701.5305,-3305.304,-33053.04,0
303.3,54.828,15.23,33633.1705,-1068.36,-10683.6,0
303.4,52.164,14.49,30444.2145,-3188.956,-31889.56,0
303.5,48.024,13.34,25803.562,-4640.6525,-46406.525,0
303.6,45.828,12.73,23497.6705,-2305.8915,-23058.915,0
303.7,43.236,12.01,20914.8145,-2582.856,-25828.56,0
303.8,41.436,11.51,19209.6145,-1705.2,-17052,0
303.9,38.988,10.83,17006.8905,-2202.724,-22027.24,0
304,37.368,10.38,15622.938,-1383.9525,-13839.525,0
304.1,34.812,9.67,13558.7905,-2064.1475,-20641.475,0
304.2,36.576,10.16,14967.712,1408.9215,14089.215,14089.215
304.3,37.548,10.43,15773.8105,806.0985,8060.985,8060.985
304.4,37.368,10.38,15622.938,-150.8725,-1508.725,0
304.5,37.44,10.4,15683.2,60.262,602.62,602.62
304.6,36.972,10.27,15293.5705,-389.6295,-3896.295,0
304.7,38.844,10.79,16881.4945,1587.924,15879.24,15879.24
304.8,39.528,10.98,17481.258,599.7635,5997.635,5997.635
304.9,40.716,11.31,18547.8345,1066.5765,10665.765,10665.765
305,41.004,11.39,18811.1545,263.32,2633.2,2633.2
305.1,45.432,12.62,23093.338,4282.1835,42821.835,42821.835
305.2,46.152,12.82,23831.098,737.76,7377.6,7377.6
305.3,49.428,13.73,27334.3705,3503.2725,35032.725,35032.725
305.4,51.696,14.36,29900.392,2566.0215,25660.215,25660.215
305.5,52.2,14.5,30486.25,585.858,5858.58,5858.58
305.6,53.856,14.96,32451.232,1964.982,19649.82,19649.82
305.7,57.564,15.99,37073.6145,4622.3825,46223.825,46223.825
305.8,57.816,16.06,37398.922,325.3075,3253.075,3253.075
305.9,60.3,16.75,40681.5625,3282.6405,32826.405,32826.405
306,61.776,17.16,42697.512,2015.9495,20159.495,20159.495
306.1,63.144,17.54,44609.482,1911.97,19119.7,19119.7
306.2,64.836,18.01,47032.2145,2422.7325,24227.325,24227.325
306.3,66.78,18.55,49894.8625,2862.648,28626.48,28626.48
306.4,67.572,18.77,51085.3705,1190.508,11905.08,11905.08
306.5,69.192,19.22,53564.218,2478.8475,24788.475,24788.475
306.6,70.56,19.6,55703.2,2138.982,21389.82,21389.82
306.7,71.172,19.77,56673.6705,970.4705,9704.705,9704.705
306.8,72.144,20.04,58232.232,1558.5615,15585.615,15585.615
306.9,73.188,20.33,59929.7905,1697.5585,16975.585,16975.585
307,73.8,20.5,60936.25,1006.4595,10064.595,10064.595
307.1,73.62,20.45,60639.3625,-296.8875,-2968.875,0
307.2,74.736,20.76,62491.752,1852.3895,18523.895,18523.895
307.3,75.672,21.02,64066.858,1575.106,15751.06,15751.06
307.4,76.824,21.34,66032.362,1965.504,19655.04,19655.04
307.5,78.624,21.84,69162.912,3130.55,31305.5,31305.5
307.6,79.308,22.03,70371.5305,1208.6185,12086.185,12086.185
307.7,80.388,22.33,72301.1905,1929.66,19296.6,19296.6
307.8,80.568,22.38,72625.338,324.1475,3241.475,3241.475
307.9,75.528,20.98,63823.258,-8802.08,-88020.8,0
308,73.764,20.49,60876.8145,-2946.4435,-29464.435,0
308.1,71.964,19.99,57942.0145,-2934.8,-29348,0
308.2,70.236,19.51,55192.8145,-2749.2,-27492,0
308.3,69.372,19.27,53843.2705,-1349.544,-13495.44,0
308.4,69.732,19.37,54403.5505,560.28,5602.8,5602.8
308.5,70.236,19.51,55192.8145,789.264,7892.64,7892.64
308.6,70.74,19.65,55987.7625,794.948,7949.48,7949.48
308.7,72,20,58000,2012.2375,20122.375,20122.375
308.8,72.648,20.18,59048.698,1048.698,10486.98,10486.98
308.9,73.548,20.43,60520.8105,1472.1125,14721.125,14721.125
309,74.088,20.58,61412.778,891.9675,8919.675,8919.675
309.1,74.592,20.72,62251.168,838.39,8383.9,8383.9
309.2,77.076,21.41,66466.2745,4215.1065,42151.065,42151.065
309.3,77.544,21.54,67275.882,809.6075,8096.075,8096.075
309.4,80.028,22.23,71655.0705,4379.1885,43791.885,43791.885
309.5,80.712,22.42,72885.178,1230.1075,12301.075,12301.075
309.6,81.216,22.56,73798.272,913.094,9130.94,9130.94
309.7,82.944,23.04,76972.032,3173.76,31737.6,31737.6
309.8,82.944,23.04,76972.032,0,0,0
309.9,81.864,22.74,74980.602,-1991.43,-19914.3,0
310,79.992,22.22,71590.618,-3389.984,-33899.84,0
310.1,75.42,20.95,63640.8625,-7949.7555,-79497.555,0
310.2,72.684,20.19,59107.2345,-4533.628,-45336.28,0
310.3,68.94,19.15,53174.7625,-5932.472,-59324.72,0
310.4,65.736,18.26,48347.002,-4827.7605,-48277.605,0
310.5,61.596,17.11,42449.0545,-5897.9475,-58979.475,0
310.6,59.472,16.52,39572.008,-2877.0465,-28770.465,0
310.7,55.62,15.45,34611.8625,-4960.1455,-49601.455,0
310.8,53.424,14.84,31932.712,-2679.1505,-26791.505,0
310.9,52.38,14.55,30696.8625,-1235.8495,-12358.495,0
311,52.344,14.54,30654.682,-42.1805,-421.805,0
311.1,46.368,12.88,24054.688,-6599.994,-65999.94,0
311.2,45,12.5,22656.25,-1398.438,-13984.38,0
311.3,42.516,11.81,20224.0345,-2432.2155,-24322.155,0
311.4,41.976,11.66,19713.562,-510.4725,-5104.725,0
311.5,42.372,11.77,20087.2705,373.7085,3737.085,3737.085
311.6,40.32,11.2,18188.8,-1898.4705,-18984.705,0
311.7,41.112,11.42,18910.378,721.578,7215.78,7215.78
311.8,43.956,12.21,21617.1945,2706.8165,27068.165,27068.165
311.9,46.116,12.81,23793.9345,2176.74,21767.4,21767.4
312,48.492,13.47,26308.9305,2514.996,25149.96,25149.96
312.1,51.12,14.2,29237.8,2928.8695,29288.695,29288.695
312.2,53.46,14.85,31975.7625,2737.9625,27379.625,27379.625
312.3,51.516,14.31,29692.5345,-2283.228,-22832.28,0
312.4,47.808,13.28,25571.968,-4120.5665,-41205.665,0
312.5,47.124,13.09,24845.4745,-726.4935,-7264.935,0
312.6,44.532,12.37,22187.4505,-2658.024,-26580.24,0
312.7,42.84,11.9,20533.45,-1654.0005,-16540.005,0
312.8,42.192,11.72,19916.968,-616.482,-6164.82,0
312.9,40.284,11.19,18156.3345,-1760.6335,-17606.335,0
313,39.636,11.01,17576.9145,-579.42,-5794.2,0
313.1,36.576,10.16,14967.712,-2609.2025,-26092.025,0
313.2,35.352,9.82,13982.698,-985.014,-9850.14,0
313.3,36.432,10.12,14850.088,867.39,8673.9,8673.9
313.4,37.368,10.38,15622.938,772.85,7728.5,7728.5
313.5,39.204,10.89,17195.8545,1572.9165,15729.165,15729.165
313.6,38.664,10.74,16725.402,-470.4525,-4704.525,0
313.7,39.276,10.91,17259.0745,533.6725,5336.725,5336.725
313.8,36.18,10.05,14645.3625,-2613.712,-26137.12,0
313.9,34.164,9.49,13058.7145,-1586.648,-15866.48,0
314,36.252,10.07,14703.7105,1644.996,16449.96,16449.96
314.1,39.492,10.97,17449.4305,2745.72,27457.2,27457.2
314.2,37.296,10.36,15562.792,-1886.6385,-18866.385,0
314.3,35.136,9.76,13812.352,-1750.44,-17504.4,0
314.4,33.84,9.4,12812.2,-1000.152,-10001.52,0
314.5,33.624,9.34,12649.162,-163.038,-1630.38,0
314.6,35.172,9.77,13840.6705,1191.5085,11915.085,11915.085
314.7,39.168,10.88,17164.288,3323.6175,33236.175,33236.175
314.8,39.132,10.87,17132.7505,-31.5375,-315.375,0
314.9,42.372,11.77,20087.2705,2954.52,29545.2,29545.2
315,43.128,11.98,20810.458,723.1875,7231.875,7231.875
315.1,43.74,12.15,21405.2625,594.8045,5948.045,5948.045
315.2,41.184,11.44,18976.672,-2428.5905,-24285.905,0
315.3,39.096,10.86,17101.242,-1875.43,-18754.3,0
315.4,39.168,10.88,17164.288,63.046,630.46,630.46
315.5,39.888,11.08,17801.128,636.84,6368.4,6368.4
315.6,40.068,11.13,17962.1505,161.0225,1610.225,1610.225
315.7,41.508,11.53,19276.4305,1314.28,13142.8,13142.8
315.8,43.02,11.95,20706.3625,1429.932,14299.32,14299.32
315.9,44.964,12.49,22620.0145,1913.652,19136.52,19136.52
316,44.712,12.42,22367.178,-252.8365,-2528.365,0
316.1,41.724,11.59,19477.5745,-2889.6035,-28896.035,0
316.2,40.752,11.32,18580.648,-896.9265,-8969.265,0
316.3,39.564,10.99,17513.1145,-1067.5335,-10675.335,0
316.4,38.16,10.6,16292.2,-1220.9145,-12209.145,0
316.5,40.176,11.16,18059.112,1766.912,17669.12,17669.12
316.6,42.372,11.77,20087.2705,2028.1585,20281.585,20281.585
316.7,43.02,11.95,20706.3625,619.092,6190.92,6190.92
316.8,44.46,12.35,22115.7625,1409.4,14094,14094
316.9,44.712,12.42,22367.178,251.4155,2514.155,2514.155
317,43.74,12.15,21405.2625,-961.9155,-9619.155,0
317.1,47.448,13.18,25188.298,3783.0355,37830.355,37830.355
317.2,47.412,13.17,25150.0905,-38.2075,-382.075,0
317.3,49.248,13.68,27135.648,1985.5575,19855.575,19855.575
317.4,51.948,14.43,30192.6105,3056.9625,30569.625,30569.625
317.5,54.288,15.08,32973.928,2781.3175,27813.175,27813.175
317.6,55.116,15.31,33987.4345,1013.5065,10135.065,10135.065
317.7,56.7,15.75,35969.0625,1981.628,19816.28,19816.28
317.8,57.456,15.96,36934.632,965.5695,9655.695,9655.695
317.9,57.348,15.93,36795.9105,-138.7215,-1387.215,0
318,58.428,16.23,38194.8705,1398.96,13989.6,13989.6
318.1,60.732,16.87,41266.5505,3071.68,30716.8,30716.8
318.2,61.668,17.13,42548.3505,1281.8,12818,12818
318.3,63.18,17.55,44660.3625,2112.012,21120.12,21120.12
318.4,64.8,18,46980,2319.6375,23196.375,23196.375
318.5,66.132,18.37,48931.2505,1951.2505,19512.505,19512.505
318.6,66.456,18.46,49411.882,480.6315,4806.315,4806.315
318.7,69.3,19.25,53731.5625,4319.6805,43196.805,43196.805
318.8,69.948,19.43,54741.1105,1009.548,10095.48,10095.48
318.9,71.136,19.76,56616.352,1875.2415,18752.415,18752.415
319,72.576,20.16,58931.712,2315.36,23153.6,23153.6
319.1,73.08,20.3,59753.05,821.338,8213.38,8213.38
319.2,73.584,20.44,60580.072,827.022,8270.22,8270.22
319.3,70.56,19.6,55703.2,-4876.872,-48768.72,0
319.4,67.32,18.7,50705.05,-4998.15,-49981.5,0
319.5,62.856,17.46,44203.482,-6501.568,-65015.68,0
319.6,59.94,16.65,40197.2625,-4006.2195,-40062.195,0
319.7,56.088,15.58,35196.778,-5000.4845,-50004.845,0
319.8,52.992,14.72,31418.368,-3778.41,-37784.1,0
319.9,48.78,13.55,26622.3625,-4796.0055,-47960.055,0
320,45.612,12.67,23276.6905,-3345.672,-33456.72,0
320.1,41.076,11.41,18877.2745,-4399.416,-43994.16,0
320.2,38.34,10.65,16446.2625,-2431.012,-24310.12,0
320.3,35.928,9.98,14442.058,-2004.2045,-20042.045,0
320.4,36.216,10.06,14674.522,232.464,2324.64,2324.64
320.5,30.888,8.58,10674.378,-4000.144,-40001.44,0
320.6,29.844,8.29,9964.9945,-709.3835,-7093.835,0
320.7,28.836,8.01,9303.2145,-661.78,-6617.8,0
320.8,27.504,7.64,8463.592,-839.6225,-8396.225,0
320.9,25.812,7.17,7454.2905,-1009.3015,-10093.015,0
321,24.3,6.75,6606.5625,-847.728,-8477.28,0
321.1,23.328,6.48,6088.608,-517.9545,-5179.545,0
321.2,23.652,6.57,6258.9105,170.3025,1703.025,1703.025
321.3,25.236,7.01,7125.3145,866.404,8664.04,8664.04
321.4,26.028,7.23,7579.5705,454.256,4542.56,4542.56
321.5,28.62,7.95,9164.3625,1584.792,15847.92,15847.92
321.6,28.944,8.04,9373.032,208.6695,2086.695,2086.695
321.7,29.376,8.16,9654.912,281.88,2818.8,2818.8
321.8,32.112,8.92,11537.128,1882.216,18822.16,18822.16
321.9,32.004,8.89,11459.6545,-77.4735,-774.735,0
322,32.508,9.03,11823.4305,363.776,3637.76,3637.76
322.1,34.416,9.56,13252.072,1428.6415,14286.415,14286.415
322.2,35.712,9.92,14268.928,1016.856,10168.56,10168.56
322.3,36.864,10.24,15204.352,935.424,9354.24,9354.24
322.4,38.52,10.7,16601.05,1396.698,13966.98,13966.98
322.5,40.824,11.34,18646.362,2045.312,20453.12,20453.12
322.6,42.048,11.68,19781.248,1134.886,11348.86,11348.86
322.7,42.66,11.85,20361.2625,580.0145,5800.145,5800.145
322.8,44.28,12.3,21937.05,1575.7875,15757.875,15757.875
322.9,45.036,12.51,22692.5145,755.4645,7554.645,7554.645
323,45.792,12.72,23460.768,768.2535,7682.535,7682.535
323.1,46.908,13.03,24618.2305,1157.4625,11574.625,11574.625
323.2,47.772,13.27,25533.4705,915.24,9152.4,9152.4
323.3,44.964,12.49,22620.0145,-2913.456,-29134.56,0
323.4,43.992,12.22,21652.618,-967.3965,-9673.965,0
323.5,43.128,11.98,20810.458,-842.16,-8421.6,0
323.6,41.292,11.47,19076.3305,-1734.1275,-17341.275,0
323.7,41.4,11.5,19176.25,99.9195,999.195,999.195
323.8,43.2,12,20880,1703.75,17037.5,17037.5
323.9,46.98,13.05,24693.8625,3813.8625,38138.625,38138.625
324,46.98,13.05,24693.8625,0,0,0
324.1,48.276,13.41,26075.0745,1381.212,13812.12,13812.12
324.2,50.652,14.07,28704.9105,2629.836,26298.36,26298.36
324.3,53.208,14.78,31675.018,2970.1075,29701.075,29701.075
324.4,55.26,15.35,34165.2625,2490.2445,24902.445,24902.445
324.5,57.996,16.11,37632.1545,3466.892,34668.92,34668.92
324.6,60.84,16.9,41413.45,3781.2955,37812.955,37812.955
324.7,61.812,17.17,42747.2905,1333.8405,13338.405,13338.405
324.8,62.856,17.46,44203.482,1456.1915,14561.915,14561.915
324.9,63.792,17.72,45529.768,1326.286,13262.86,13262.86
325,65.268,18.13,47661.0505,2131.2825,21312.825,21312.825
325.1,66.492,18.47,49465.4305,1804.38,18043.8,18043.8
325.2,68.292,18.97,52179.8305,2714.4,27144,27144
325.3,70.128,19.48,55023.208,2843.3775,28433.775,28433.775
325.4,70.452,19.57,55532.8105,509.6025,5096.025,5096.025
325.5,71.388,19.83,57018.1905,1485.38,14853.8,14853.8
325.6,73.008,20.28,59635.368,2617.1775,26171.775,26171.775
325.7,73.656,20.46,60698.682,1063.314,10633.14,10633.14
325.8,73.908,20.53,61114.7305,416.0485,4160.485,4160.485
325.9,73.764,20.49,60876.8145,-237.916,-2379.16,0
326,74.988,20.83,62913.8905,2037.076,20370.76,20370.76
326.1,76.284,21.19,65107.3345,2193.444,21934.44,21934.44
326.2,76.536,21.26,65538.202,430.8675,4308.675,4308.675
326.3,78.372,21.77,68720.2705,3182.0685,31820.685,31820.685
326.4,79.56,22.1,70819.45,2099.1795,20991.795,20991.795
326.5,81.108,22.53,73602.1305,2782.6805,27826.805,27826.805
326.6,82.152,22.82,75509.098,1906.9675,19069.675,19069.675
326.7,83.304,23.14,77641.642,2132.544,21325.44,21325.44
326.8,83.88,23.3,78719.05,1077.408,10774.08,10774.08
326.9,85.032,23.62,80896.138,2177.088,21770.88,21770.88
327,85.644,23.79,82064.7945,1168.6565,11686.565,11686.565
327.1,86.292,23.97,83311.3305,1246.536,12465.36,12465.36
327.2,87.768,24.38,86185.738,2874.4075,28744.075,28744.075
327.3,87.84,24.4,86327.2,141.462,1414.62,1414.62
327.4,86.436,24.01,83589.6145,-2737.5855,-27375.855,0
327.5,86.868,24.13,84427.2505,837.636,8376.36,8376.36
327.6,88.056,24.46,86752.282,2325.0315,23250.315,23250.315
327.7,88.344,24.54,87320.682,568.4,5684,5684
327.8,89.388,24.83,89396.6905,2076.0085,20760.085,20760.085
327.9,90.504,25.14,91642.842,2246.1515,22461.515,22461.515
328,91.404,25.39,93474.5545,1831.7125,18317.125,18317.125
328.1,89.856,24.96,90335.232,-3139.3225,-31393.225,0
328.2,85.5,23.75,81789.0625,-8546.1695,-85461.695,0
328.3,81.864,22.74,74980.602,-6808.4605,-68084.605,0
328.4,79.272,22.02,70307.658,-4672.944,-46729.44,0
328.5,74.484,20.69,62071.0345,-8236.6235,-82366.235,0
328.6,72.216,20.06,58348.522,-3722.5125,-37225.125,0
328.7,71.172,19.77,56673.6705,-1674.8515,-16748.515,0
328.8,69.228,19.23,53619.9705,-3053.7,-30537,0
328.9,62.748,17.43,44051.7105,-9568.26,-95682.6,0
329,60.228,16.73,40584.4705,-3467.24,-34672.4,0
329.1,56.844,15.79,36151.9945,-4432.476,-44324.76,0
329.2,55.044,15.29,33898.6945,-2253.3,-22533,0
329.3,54.972,15.27,33810.0705,-88.624,-886.24,0
329.4,53.784,14.94,32364.522,-1445.5485,-14455.485,0
329.5,55.728,15.48,34746.408,2381.886,23818.86,23818.86
329.6,57.276,15.91,36703.5745,1957.1665,19571.665,19571.665
329.7,58.644,16.29,38477.7945,1774.22,17742.2,17742.2
329.8,60.408,16.78,40827.418,2349.6235,23496.235,23496.235
329.9,62.892,17.47,44254.1305,3426.7125,34267.125,34267.125
330,63.18,17.55,44660.3625,406.232,4062.32,4062.32
330.1,64.548,17.93,46615.3105,1954.948,19549.48,19549.48
330.2,66.132,18.37,48931.2505,2315.94,23159.4,23159.4
330.3,67.644,18.79,51194.2945,2263.044,22630.44,22630.44
330.4,68.364,18.99,52289.9145,1095.62,10956.2,10956.2
330.5,69.12,19.2,53452.8,1162.8855,11628.855,11628.855
330.6,69.948,19.43,54741.1105,1288.3105,12883.105,12883.105
330.7,71.64,19.9,57421.45,2680.3395,26803.395,26803.395
330.8,72.432,20.12,58698.088,1276.638,12766.38,12766.38
330.9,73.404,20.39,60284.0545,1585.9665,15859.665,15859.665
331,74.7,20.75,62431.5625,2147.508,21475.08,21475.08
331.1,75.924,21.09,64494.2745,2062.712,20627.12,20627.12
331.2,75.24,20.9,63337.45,-1156.8245,-11568.245,0
331.3,70.668,19.63,55873.8505,-7463.5995,-74635.995,0
331.4,67.14,18.65,50434.2625,-5439.588,-54395.88,0
331.5,62.892,17.47,44254.1305,-6180.132,-61801.32,0
331.6,59.868,16.63,40100.7505,-4153.38,-41533.8,0
331.7,58.392,16.22,38147.818,-1952.9325,-19529.325,0
331.8,56.808,15.78,36106.218,-2041.6,-20416,0
331.9,50.724,14.09,28786.5745,-7319.6435,-73196.435,0
332,47.7,13.25,25456.5625,-3330.012,-33300.12,0
332.1,43.38,12.05,21054.3625,-4402.2,-44022,0
332.2,41.436,11.51,19209.6145,-1844.748,-18447.48,0
332.3,40.932,11.37,18745.1505,-464.464,-4644.64,0
332.4,40.464,11.24,18318.952,-426.1985,-4261.985,0
332.5,37.476,10.41,15713.3745,-2605.5775,-26055.775,0
332.6,39.708,11.03,17640.8305,1927.456,19274.56,19274.56
332.7,42.084,11.69,19815.1345,2174.304,21743.04,21743.04
332.8,39.636,11.01,17576.9145,-2238.22,-22382.2,0
332.9,37.8,10.5,15986.25,-1590.6645,-15906.645,0
333,39.96,11.1,17865.45,1879.2,18792,18792
333.1,42.012,11.67,19747.3905,1881.9405,18819.405,18819.405
333.2,42.984,11.94,20671.722,924.3315,9243.315,9243.315
333.3,43.596,12.11,21264.5545,592.8325,5928.325,5928.325
333.4,47.052,13.07,24769.6105,3505.056,35050.56,35050.56
333.5,47.736,13.26,25495.002,725.3915,7253.915,7253.915
333.6,48.924,13.59,26779.7745,1284.7725,12847.725,12847.725
333.7,51.228,14.23,29361.4705,2581.696,25816.96,25816.96
333.8,52.776,14.66,31162.762,1801.2915,18012.915,18012.915
333.9,54.972,15.27,33810.0705,2647.3085,26473.085,26473.085
334,58.176,16.16,37866.112,4056.0415,40560.415,40560.415
334.1,59.832,16.62,40052.538,2186.426,21864.26,21864.26
334.2,61.524,17.09,42349.8745,2297.3365,22973.365,22973.365
334.3,62.244,17.29,43346.8945,997.02,9970.2,9970.2
334.4,63.072,17.52,44507.808,1160.9135,11609.135,11609.135
334.5,63.936,17.76,45735.552,1227.744,12277.44,12277.44
334.6,65.88,18.3,48559.05,2823.498,28234.98,28234.98
334.7,67.032,18.62,50272.138,1713.088,17130.88,17130.88
334.8,67.896,18.86,51576.442,1304.304,13043.04,13043.04
334.9,69.3,19.25,53731.5625,2155.1205,21551.205,21551.205
335,68.472,19.02,52455.258,-1276.3045,-12763.045,0
335.1,65.448,18.18,47924.298,-4530.96,-45309.6,0
335.2,61.776,17.16,42697.512,-5226.786,-52267.86,0
335.3,59.22,16.45,39237.3625,-3460.1495,-34601.495,0
335.4,55.224,15.34,34120.762,-5116.6005,-51166.005,0
335.5,53.172,14.77,31632.1705,-2488.5915,-24885.915,0
335.6,49.824,13.84,27774.112,-3858.0585,-38580.585,0
335.7,48.924,13.59,26779.7745,-994.3375,-9943.375,0
335.8,47.448,13.18,25188.298,-1591.4765,-15914.765,0
335.9,46.548,12.93,24241.8105,-946.4875,-9464.875,0
336,45.072,12.52,22728.808,-1513.0025,-15130.025,0
336.1,44.1,12.25,21759.0625,-969.7455,-9697.455,0
336.2,45.072,12.52,22728.808,969.7455,9697.455,9697.455
336.3,46.8,13,24505,1776.192,17761.92,17761.92
336.4,50.364,13.99,28379.4145,3874.4145,38744.145,38744.145
336.5,50.832,14.12,28909.288,529.8735,5298.735,5298.735
336.6,52.596,14.61,30950.5545,2041.2665,20412.665,20412.665
336.7,54.288,15.08,32973.928,2023.3735,20233.735,20233.735
336.8,56.124,15.59,35241.9745,2268.0465,22680.465,22680.465
336.9,58.176,16.16,37866.112,2624.1375,26241.375,26241.375
337,59.436,16.51,39524.1145,1658.0025,16580.025,16580.025
337.1,60.912,16.92,41511.528,1987.4135,19874.135,19874.135
337.2,62.28,17.3,43397.05,1885.522,18855.22,18855.22
337.3,63,17.5,44406.25,1009.2,10092,10092
337.4,61.668,17.13,42548.3505,-1857.8995,-18578.995,0
337.5,58.752,16.32,38619.648,-3928.7025,-39287.025,0
337.6,55.224,15.34,34120.762,-4498.886,-44988.86,0
337.7,54.684,15.19,33456.7345,-664.0275,-6640.275,0
337.8,53.568,14.88,32105.088,-1351.6465,-13516.465,0
337.9,52.56,14.6,30908.2,-1196.888,-11968.88,0
338,54.972,15.27,33810.0705,2901.8705,29018.705,29018.705
338.1,55.908,15.53,34971.2305,1161.16,11611.6,11611.6
338.2,53.82,14.95,32407.8625,-2563.368,-25633.68,0
338.3,55.584,15.44,34567.072,2159.2095,21592.095,21592.095
338.4,56.628,15.73,35877.7705,1310.6985,13106.985,13106.985
338.5,54.72,15.2,33500.8,-2376.9705,-23769.705,0
338.6,54.252,15.07,32930.2105,-570.5895,-5705.895,0
338.7,56.052,15.57,35151.6105,2221.4,22214,22214
338.8,57.024,15.84,36381.312,1229.7015,12297.015,12297.015
338.9,58.788,16.33,38666.9905,2285.6785,22856.785,22856.785
339,60.264,16.74,40633.002,1966.0115,19660.115,19660.115
339.1,62.928,17.48,44304.808,3671.806,36718.06,36718.06
339.2,61.2,17,41905,-2399.808,-23998.08,0
339.3,58.716,16.31,38572.3345,-3332.6655,-33326.655,0
339.4,56.52,15.7,35741.05,-2831.2845,-28312.845,0
339.5,54.936,15.26,33765.802,-1975.248,-19752.48,0
339.6,52.92,14.7,31333.05,-2432.752,-24327.52,0
339.7,53.136,14.76,31589.352,256.302,2563.02,2563.02
339.8,54.432,15.12,33149.088,1559.736,15597.36,15597.36
339.9,54.936,15.26,33765.802,616.714,6167.14,6167.14
340,56.376,15.66,35559.162,1793.36,17933.6,17933.6
340.1,56.448,15.68,35650.048,90.886,908.86,908.86
340.2,54.828,15.23,33633.1705,-2016.8775,-20168.775,0
340.3,54.504,15.14,33236.842,-396.3285,-3963.285,0
340.4,55.404,15.39,34343.5545,1106.7125,11067.125,11067.125
340.5,54.792,15.22,33589.018,-754.5365,-7545.365,0
340.6,54.432,15.12,33149.088,-439.93,-4399.3,0
340.7,51.66,14.35,29858.7625,-3290.3255,-32903.255,0
340.8,48.672,13.52,26504.608,-3354.1545,-33541.545,0
340.9,46.62,12.95,24316.8625,-2187.7455,-21877.455,0
341,45.684,12.69,23350.2345,-966.628,-9666.28,0
341.1,43.812,12.17,21475.7905,-1874.444,-18744.44,0
341.2,41.364,11.49,19142.9145,-2332.876,-23328.76,0
341.3,39.348,10.93,17322.4105,-1820.504,-18205.04,0
341.4,38.052,10.57,16200.1105,-1122.3,-11223,0
341.5,38.592,10.72,16663.168,463.0575,4630.575,4630.575
341.6,41.112,11.42,18910.378,2247.21,22472.1,22472.1
341.7,41.256,11.46,19043.082,132.704,1327.04,1327.04
341.8,42.3,11.75,20019.0625,975.9805,9759.805,9759.805
341.9,43.452,12.07,21124.3105,1105.248,11052.48,11052.48
